Longfellow Garden,Georgia Ave Garden,Green Gems,Cedar Tree Garden,Boston Road Garden,Southwest Promenade
Glen Oaks Oval,Frank Golden Park,Frank Golden Memorial Park,Heisser Square Park,Roberto Clemente,Paerdegat Basin Park
117th St Community Garden,Change Garden,Brisas Del Caribe,Edgemere Coalition,Jardin De Las Rosas,Brownsville Green
"43 PARK PLACE, New York, NY 10007","425 FIFTH AVENUE, New York, NY 10016","205 EAST 92 STREET, New York, NY 10128",W Downtown Hotel & Residences,"33 BEEKMAN STREET, New York, NY 10038",One Eleven Murray Street
9th Street Community Garden,6bc Botanical Garden,6BC Botanical Garden,Brownsville Community Farm,Magic Garden,Brownsville Rec Center&Plygrnd
"50 WEST STREET, New York, NY 10006","585 EIGHTH AVENUE, New York, NY 10018",One Eleven Murray Street,"33 BEEKMAN STREET, New York, NY 10038","43 PARK PLACE, New York, NY 10007",citizenM Bowery
Baisley Pond Park,Huguenot Ponds Park,Huguenot Ponds Park  R-131,Huguenot Ponds Park  R131,Huguenot Ponds Park R-131,Canarsie Park
One Liberty Plaza,"140 BROADWAY, New York, NY 10005",General Motors Building,"17 STATE STREET, New York, NY 10004","17 BATTERY PLACE, New York, NY 10004",New Yorker East
Cooper Park,Harlem Art Park,East Harlem Art Park,Wood Park,Washington's Walk,Sitting Area (Park)
T. Jefferson HS Greenhouse/Gdn,E N Y Vocational HS Plgd,PS 14 & Stapleton HSes Playgd,Marine Park/Jhs 278-K,Success Garden,Jhs 68 And Playground (Jop)
Murray Playground,Maria Hernandez Park,Peter Detmold Park,Claremont Park,Fort Independence Park,Juniper Valley Park
"950 THIRD AVENUE, New York, NY 10022","353 EAST 83 STREET, New York, NY 10028",Adams Tower,Gloucester,Lincoln Plaza Towers,"800 THIRD AVENUE, New York, NY 10022"
Phoenix,Murray Hill House,Windsor,"254 EAST 68 STREET, New York, NY 10065",Newbury,Adams Tower
St. Mark's Block Association,Clifton Pl Memorial Pk & Gard,Leif Ericson Park And Square,Umma Park Bmt Row,Hart To Hart Garden Extension,Jerome Park/Harris Park Annex
Bushwick HS & Playground(Jop),Marine Park/Jhs 278-K,PS 14 & Stapleton HSes Playgd,Jhs 68 And Playground (Jop),HS Graphic Comm Arts & Park,PS 370 Playground (Jop)
Willowbrook Park,Brookfield Park,Park Butter Avenue,Allison Park,IS 2 Playground/Ballfield,Bloomingdale Park (R-106)
Greenwood Playground,Maple Playground,Jerome Playground.North,Bowne Park,Electric Playground,Abraham Levy Memorial Park
Fantasy Garden,Fantasy Garden,Garden,Sterling Comm Group Garden,Garden Beautiful,El Garden
Harlem River Driveway Garden,Jardin de la Roca,East End Community Garden,Green Gems Garden,Powell Street Livonia Garden,Siempre Verde Garden
Railroad Park,Charlton Garden,Peachtree Garden,Rose Hill Park,Farm Colony,Benjamin Gladstone Square
Frederick B. Judge Playground,Rodney Park Center,Stephen A Rudd Playground,Columbus Park,Police Officer Edward Byrne Park,Police Officer Edward Byrne Pk
Trump Riverside South Project,Williamsbridge Oval,Riverside Park South,Corlears Hook Park,Sherry Park,Underbridge Dog Run
Gregory's Garden,Kenkeleba House Garden,Leave it Better Kids' Garden,Leave It Better Kids' Garden,Brownsville Community Farm,6BC Botanical Garden
Parks Park Addition Northern,The Backyard,Montbellier Park,John Andrews Playground,Newtown Playground,Frederick Douglass Playground
John J Carty Park,Madison Square Garden Assoc,Sara D Roosevelt Park,Sara D. Roosevelt Park,Sara D. Roosevelt Parkway Plgd,Lost Battalion Hall Recreation Center
Bronx Communication Office,Miracle Garden,Children's Miracle Garden,Foley Square / T.Paine Park,Foley Square/ T. Paine Park,Thomas Paine Park/Foley Square
Jardin De La Familia,5th St Slope Garden,Good Shepherds Garden,Student Farm Project,Greenbelt Native Plant Center,Livonia Park
Latham Park,Positive Seeds of Life Garden,Libertad Urban Farm,Red Gate Garden,Green Gems Garden\,Tratman Playground
St Nicholas Park,Jackie Robinson Park,Tompkins Square Park,Luther Gulick Park,Brower Park,Mount Prospect Park
Queensbridge Park,Transmitter Park,Greenpoint Park,WNYC Transmitter Park,Cadman Plaza Park,Brooklyn Bridge Park
Great Kills Park,Blueberry Park,Conference House Park R-6,Conference House Park,Conference House Park.R-6,Gantry Plaza
Peters Field,Epiphany Park,Crosson Greeen Park,Harvard Playground,Mafera Park,Railroad Park
Cavala Park,Prospect Park,Keltch Memorial Park,Hanover Square Park,Graniteville Quarry.Park,Graniteville Quarry State Park
Hoover - Manton Playgrounds,Manton Playground,Bayswater Park Addition,Bayswater Park,Utopia Playground,Van Voorhees Park
East River Park,Inwood Hill Park,East River,Central Park,Park/Plot,Bronx Communication Office
Nelson Ave Playground Addition,Nelson Ave Playground Addition,Cobble Hill Park,Richard Tucker Park,Orient Grove,Cooper Gore/Orient Grive
Randalls Island Park,Randall's Island Park Addition,Randall's Island Park,Brisas Del Caribe,Liggett Terrace,Brownsville Green
Liggett Terrace,Brisas Del Caribe,Brownsville Green,Randalls Island Park,Randall's Island Park Addition,Randall's Island Park
Floyd Patterson Park,97th Street Block Association,United We Stand Garden,First Temple Of David Park,Bedford Green Park,Harlem Valley Garden
Fontaine,"10 WEST 66 STREET, New York, NY 10023",Architects and Designers,Solow,"330 WEST 56 STREET, New York, NY 10019","58 WEST 58 STREET, New York, NY 10019"
United Comm Centers Garden,Greene Av United Neighbors Association Inc,Gregory's Garden,Mckinley's Children's Garden,McKinley's Children's Garden,Leave It Better Kids' Garden
"712 FIFTH AVENUE, New York, NY 10019",Olympic Tower,Saks Tower,"575 FIFTH AVENUE, New York, NY 10017",Park Avenue Plaza,Crystal Pavilion
Brooklyn Children's Museum,Brownsville Green,Damrosch Park,Hendrick I Lott House,Friends Field,Nelson Ave Family Park
"909 THIRD AVENUE, New York, NY 10022","919 THIRD AVENUE, New York, NY 10022",Laurence Tower,Adams Tower,Murray Hill House,Plaza 400
500 Park Tower,"780 THIRD AVENUE, New York, NY 10017",Carlton Regency,"767 THIRD AVENUE, New York, NY 10017","101 PARK AVENUE, New York, NY 10178",Grand Central Plaza
World Apparel Center,Sheffield,"1133 SIXTH AVENUE, New York, NY 10036",One Penn Plaza,"240 EAST 38 STREET, New York, NY 10016",Salomon Smith Barney
Project Roots,Bradhurst Ave Garden,C.A.U.S.A. Festival Garden,Samuel N. Bennerson 2nd Playground,Ebenezer Wesleyan Garden,Park  R-98
Prospect Park,Park/Plot,Central Park,Cavala Park,City Hall Park,William E Kelly Park/PS 255
PS 5,E N Y Vocational HS Plgd,Success Garden,PS 232 &Playground (Jop),The Claremont Community School,Claremont Comm School Garden
Ralph J. Bunche Park,Marcy Green South,Middle Village Playground,Milestone Park,Marcus Garvey Park,Fresh Meodows Park
Pier 1,Brougham Cottage,Cooper Square URA,Brooklyn Academy Of Music,Surfside Garden,Carolina Garden
Sovereign,Churchill,"600 THIRD AVENUE, New York, NY 10016",Revere,The Nash,Carlton Towers
Seton Hospital Site,Seton Park,Police Officer Edward Byrne Pk,Police Officer Edward Byrne Park,Glendale Playground,Rodney Park Center
Samuel N. Bennerson 2nd Playground,Human Compass Garden,Sparrow's Nest Community Garden,College Point Industrial Park,Bradhurst Ave Garden,Taylor-Soundview Block Assoc. Garden
Vernon Tandt Block Association,W 104th Street Garden,Queens Communication Office,Daly Ave Garden,Vinegar Hill Community Garden,Powell Street Livonia Garden
Abraham Levy Memorial Park,Laurelton Playground,Graniteville Quarry State Park,Graniteville Quarry.Park,Greenwood Playground,Jack Breininger Park
"205 EAST 92 STREET, New York, NY 10128","43 PARK PLACE, New York, NY 10007","425 FIFTH AVENUE, New York, NY 10016","33 BEEKMAN STREET, New York, NY 10038",W Downtown Hotel & Residences,One Eleven Murray Street
W. 125th Street Esplanade,Arbutus Woods Park  R-133,Sunflower Garden,Seeley Street Park,Sunshine Community Garden,Hoe Avenue Park
"345 PARK AVENUE, New York, NY 10154",Continental Towers,Westvaco,Fairmont,Connaught Tower,"980 FIFTH AVENUE, New York, NY 10075"
St. Mary's Park,Tremont Park,St. James Park,James A Young Memorial Park,Ten Eyck Plaza,Taqwa Commnity Farm
Holcombe Rucker Park,Canarsie Park,Gorman Playground,St. Andrew's Playground,Barrier Playground,St. John's Park
Albany Crescent Park,Leif Ericson Park And Square,Warwick Street Greenery Glow Garden,Carter G Woodson Childrens Pk,Genesis Park Community Garden,Macombs Road Park
Powell St Block Assoc Park,Grant Avenue Park,Spencer St Block Association,Java Garden,Tudor Grove Playground,Glenwood Landing
Amersfort Park,Benjamin Gladstone Square,Trinity Park,University Woods,University Park,Miracle Garden
Tanahey Playground,Liotti Ikefugi Playground,Marcy Playground,Sunrise Hill Park,Harlem Art Park,East Harlem Art Park
Lozada Playground,Bealin Square Seth Low Plgd,Seth Low Playground/ Bealin Square,Redfern Houses Playground,Joseph P Addabbo Memorial Park,Tudor Park
River Garden,George Washington Carver Botanical Garden,Frank White Memorial Garden,Hattie Carthan Garden,Hattie Carthan Herb Farm,Hattie Carthan Community Garden
Gantry Plaza,Staten Island Marine Park,Great Kills Park,Franklin D Roosevelt Four Freedoms Park,Addition To Ft Washington Pk,J. Hood Wright Park
PS 140 & Playground (Jop),Union Square Park,Red Gate Garden,B.C.C.A. Mini-park and Garden,Fresh Kills Landfill,Laguardia Landing Lights Park
"401 EAST 80 STREET, New York, NY 10075",Vanderbilt,Grand Sutton,Sterling Plaza,St. James Tower,"243 LEXINGTON AVENUE, New York, NY 10016"
Conference House Park R-6,Bowling Green Park,Park Butter Avenue,Brookfield Park,Great Kills Park,Staten Island Marine Park
B.C.C.A. Mini-park and Garden,Fresh Kills Landfill,Livonia Park,Red Gate Garden,Laguardia Landing Lights Park,Tratman Playground
Georgia Ave Garden,Triborough Bridge Approach,Boston Road Garden,Longfellow Garden,PS 309 Playground,Big Red Garden
Marcy Green South,Tremont Park,Ralph J. Bunche Park,Harvard Playground,Bellevue South Park,Mt Hope Garden
"300 MERCER STREET, New York, NY 10003",Bank of New York,Mill Rock Plaza,"40 BROAD STREET, New York, NY 10004",2 New York Plaza,Fontaine
Nolan Park,Harlem Valley Garden,Rockaway Beach Boulevard,Bedford Green Park,Is318/Project Roots Garden,Jane Street Garden
Murray Hill House,Adams Tower,"254 EAST 68 STREET, New York, NY 10065",Phoenix,Emigrant Savings Bank,"353 EAST 83 STREET, New York, NY 10028"
Evansview,Carlton Towers,Belmont,Marlborough,Revere,Oxford
Cosmopolitan,"425 LEXINGTON AVENUE, New York, NY 10017",Fifth Avenue Tower,Future,UNICEF House,Trump Palace
Vanderbilt,Sterling Plaza,"401 EAST 80 STREET, New York, NY 10075",Austen House,Corinthian,St. James Tower
Generation X Garden,Name,Union Square Park,Blissenbach Marina,Livonia Park,Greenbelt Native Plant Center
Ritz,Grace,"745 SEVENTH AVENUE, New York, NY 10019",One Liberty Plaza,St. Luke's-Roosevelt Hospital Center,"135 EAST 57 STREET, New York, NY 10022"
El Sol Brilliante Jr,Imani II Garden,Harris Garden,Sugar Hill Garden,Clinton Community Garden,Mobilization For Change
St. Ann's Block Association Garden,Green Valley Garden,Our Little Green Acre/garden Eight,Harlem River Drive Park,Leif Ericson Drive Park,Blake Hobbs Playground
St Vartan Park,Mahoney Playground,St. Catherine's Park,Junction Playground,Woodtree Playground,Rodney Playground Center
Old Croton Aqueduct Gatehouse,Highbridge Park,Concrete Plant Park,Wave H/Perkins Botanical Grdns,Centro Cultural Garden,Washington Bridge Park
Public Bath House,Red Hook Recreation Area/Park,Red Hook Recreation Area,Walton Slope (Park Grass Area),Tottenville Pool,Lost Battalion Hall Recreation Center
"220 EAST 72 STREET, New York, NY 10021","200 EAST 90 STREET, New York, NY 10128",East Winds,Park Towers Medical Plaza,Architects and Designers,L'Ecole
Hart To Hart,Red Shed Garden,Creedmoor Farm Park,M. Fidler/Wycoff House Park,Merriam Playground,Willowbrook Parkway
Elmhurst Park,Mount Prospect Park,Tompkins Square Park,Hillside Dog Park,Owl's Head Park,Bushwick Green/Central Knoll
Raoul Wallenberg Park,Allied Productions/Le Petit Versailles,Edgecombe Park,La Perla Garden,Jerome Park,Triborough Bridge Approach
Preston Community Garden,Leif Ericson Drive Park,Harding Park,Halsey Garden,Hugh J. Grant Circle,Howard Av Block Association
Public Park,Forest Park,Long Pond Park Addition,Long Pond Park,Rose Hill Park,McKinley Park
Ogden Plimpton Playground,Graniteville Swamp Park,Beach 17 Playground,Peachtree Garden,Twu Park,Simeone Park
New York Merchandise Mart,"437 MADISON AVENUE, New York, NY 10022","280 PARK AVENUE, New York, NY 10017","101 PARK AVENUE, New York, NY 10178",Corniche,New York Helmsley Hotel
Green Valley Garden,Livonia Park,St. Ann's Block Association Garden,Blake Hobbs Playground,Red Gate Garden,Rodney Park North
100 Quincy Street Community Garden,Hattie Carthan Garden,Hattie Carthan Herb Farm,Hattie Carthan Community Garden,Frank White Memorial Garden,Corona Mac Park
Grand St. Community Garden,Positive Seeds of Life Garden,Generation X Garden,Latham Park,Blissenbach Marina,Jackson-Forest Community Garden
Blake Hobbs Playground,Lefferts Pl Block Association,Red Gate Garden,Euclid Garden,B.C.C.A. Mini-park and Garden,Peck Slip Park
Gorman Playground,Holcombe Rucker Park,Mae Grant Playground,"Phil ""Scooter"" Rizzuto Park",Belmont Playground,Canarsie Park
Willis Playground,White Park,Reiff Playground,Thomas J. Cuite Park,Thomas J Cutie Park,Jerome Playground South
Truce Garden,TRUCE Garden,Demera/Santiago Garden,De Colores Cmty Yard & Ctr Gar,De Colores Community Yard and Cultural Center,Mobilization For Change
Cadman Plaza Park,Manh Br Anchor/Coleman Sq Plgd,Queensbridge Park,Queensbridge.Park,Charlton Garden,Herald Square.Park
Williamsburg Bridge Plaza,Ahearn Park,Berry Street Garden,B.C.C.A. Mini-park and Garden,Ida Court,TLC Sculpture Park.Garden
Rockaway Freeway,Human Compass Garden,Orchard Alley Garden,Fishbridge Garden,Ponderosa Garden,Taylor-Soundview Block Assoc. Garden
Schneider Sampson Park,Lincoln Rd Block Association,Motor Parkway,Rockaway Beach Boulevard,Model T Senior Citizen's Garden,Sumpter Community Garden
Jane Street Garden,Is318/Project Roots Garden,Harlem Valley Garden,Sound View Park,Herbal Garden,97th Street Block Association
HS Graphic Comm Arts & Park,T. Jefferson HS Greenhouse/Gdn,E N Y Vocational HS Plgd,PS 14 & Stapleton HSes Playgd,Marine Park/Jhs 278-K,Erasmus Hall H.S Athletic Faci
Gardens Of Union,Leif Ericson Park And Square,Hart To Hart Garden Extension,Genesis Park Community Garden,New 123rd St. Block Assoc. Gdn,Tom Mcdonald Triangle
Green Gems Garden,Jardin de la Roca,Harlem River Driveway Garden,Hart To Hart Garden,138th St. Community Garden,West 186th Basketball Court
Rodney Park South,Monsignor Kett Playground,Ennis Park,Pratt Playground,Dome Playground,Cherry Tree Park
Delegate,"45 EAST 89 STREET, New York, NY 10128",Windsor,Newbury,"265 EAST 66 STREET, New York, NY 10065","254 EAST 68 STREET, New York, NY 10065"
Red Hook Recreation Area,Brownsville Rec Center&Plygrnd,Owen F Dolen Golden Age Center,Public Bath House,Asser Levy Park Expansion,Lost Battalion Hall Recreation Center
Bronx Park,Dias Y Flores Garden,Goodhue Park,Our Little Green Acre/garden Eight,Elton St Block Association,TLC Sculpture Park
Sage Garden,Jardin De Las Rosas,Farm Colony,Bayview Terrace Park   R-137,Bayview Terrace Park,Bayview Terrace Park  R-137
Seton Park,Seton Hospital Site,Police Officer Edward Byrne Park,Police Officer Edward Byrne Pk,Glendale Playground,Rodney Park Center
Kingsley,Strathmore,"50 LEXINGTON AVENUE, New York, NY 10010",Austen House,Ascot,Normandie Court
Waterford,Strathmore,Dumont Plaza,"243 LEXINGTON AVENUE, New York, NY 10016",St. James Tower,Ascot
Howard Pool,Kosciusko Pool,Sheltering Arms Park,Tottenville Pool,Carmine Recreation Center,Asser Levy Park Expansion
Genesis Park Community Garden,Harmony Park,Vernon New Harvest Garden,Detective Joseph Mayrose Park,Clifton Pl Memorial Pk & Gard,Leif Ericson Park And Square
Rufus King Park,Richard Tucker Park,Bellevue South Park,Cough Triangle Park,William E Kelly Park/PS 255,Kelly Park Playground
Lillian D Wald Playground,100 Quincy Street Community Garden,Greenwood Playground,Hattie Carthan Herb Farm,Hattie Carthan Garden,Hattie Carthan Community Garden
Fairmount Playground,London Planetree Playground,Claremont Neighborhood Garden,Scarangella Park,Bryant Hill Garden,Red Shed Garden
St. Albans Memorial Park,Mill Pond Park,Elmhurst/Veterans Grove Park,St. Andrew's Playground,Bathgate Playground,Dreier-Offerman Park
Graniteville Quarry State Park,Waterfront Garden,Davidson Ave. Comm. Gardeners,Abraham Levy Memorial Park,Bryant Hill Garden,Hoe Garden
Marion Hopkinson Playground,Bellevue South Park,Mariners Harbor Playground,Jackson Square.Park,Tompkinsville Park,Daniel M. O'Connell Playground
Henry A Whalen Park,Twenty Four Sycamores Park,Rodney Playground Center,South St Seaport/Burling Slip,Mother Cabrini Park,Freedom Square
Ft Washington Park Addition,Bridge Playground,Annadale Park,Centro Cultural Garden,Wave H/Perkins Botanical Grdns,Smith Houses
