Name,rating,num_ratings,zip,uid,address,boro,reviews,lat,website,long,photo,hours,type
Captain Tilly Park,4.2,322,11432,90181,165-01 Highland Avenue,Queens," /AUTHOR: Keisha Noel /RATING: 4 /TEXT: Nice and quiet. Great place for a stroll at the end of a date. The wildlife was rather friendly /AUTHOR: Anita Bušić /RATING: 5 /TEXT: Wonderful place to walk, run and have fun. Nature is very beautiful. /AUTHOR: Christopher Hall /RATING: 5 /TEXT: Beautiful, unique, and well maintained. There is a pond, along with plenty of benches. There is space to play sports like cricket or soccer or do yoga, and there are separate hills as well in case you want to get some fitness in. Finally there is a playground for young kids (ages 1-8) /AUTHOR: Rogue Nurse /RATING: 5 /TEXT: I have been in this park a full two hours now. It is so relaxing, I don't want to leave. /AUTHOR: H MC /RATING: 5 /TEXT: Very nice. There are turtles in the lake! Wildest scene I've ever seen in New York. It's like live National Geographic.  The people are really nice too. I ran 4 times around the lake this morning and every time I  passed by this middle age couple we exchanging smiles and nodded at each other.",40.711429,https://www.nycgovparks.org/parks/captain-tilly-park,-73.79824,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2704&photoreference=CmRZAAAAZu8azzed5hLXE1EzFxDwhUx_T4G7DBRxT6kaF_g2tUqdf_EquWgRNDXXvGM4I9B6t0U5xf-DJgmw1vxVcEF3oEjh4ds4TwRwike42_85FRjPl0aVArUMZqIQnDNEn5LmEhDjn2U6tzCYI8DV5NrLcIxjGhT1DCoCcBFOEvzKgdwL2GVtQNbRXg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Neighborhood Park
Park Butter Avenue,4.5,96,10301,165078,Tiber Place,Staten+Island," /AUTHOR: Jim Mintzer /RATING: 3 /TEXT: Good local spot on Staten Island to get outdoors for some sun and fresh air. Not distinct really in any way.  Grounds had a fair amount of trash, especially around the outer edges. Many trails were being worked on and inaccessible. New York State has some jewels in it's State Park system - this is not one of them. /AUTHOR: Paul H /RATING: 5 /TEXT: Great hiking trails. However no dogs allowed. /AUTHOR: Mohamed Shams /RATING: 5 /TEXT: A hidden gem on Staten Island. You will not believe this sort of preservation is within one of the five boroughs.  It is known to locals of course but not heavily frequented. Lots of deer to be seen; walking trails, ponds and various wild life and streams. Once you are five minutes into it feels like a place far far away. /AUTHOR: Laura Regan-Peterson /RATING: 5 /TEXT: My first graders took a class trip to Clay Pit Ponds Preserve.  It was the most amazing trip because of our guide, Emily.  Our trip started in a classroom where the students were able to investigate how we use our senses with hands on centers that demonstrated scent, sounds, touch, sight and taste.  We then took a hike through the preserves and observed onion, stink cabbage, moss, deer, birds ans salamanders.  Emily kept the students engaged the entire time.  She was super patient and knowledgeable with all of their questions, and first graders have tons of questions!  She really was phenomenal!!  The preserve was also wonderful.  It was clean and full of life. /AUTHOR: Lee Draper /RATING: 4 /TEXT: Clay Pit Ponds State Park Preserve Clay Pit Ponds State Park Preserve is a 265-acre nature preserve near the southwest shore of Staten Island. It contains a variety of unique habitats, such as wetlands, ponds, sand barrens, spring-fed streams and woodlands. The preserve is managed to retain its unique ecology and to provide educational and recreational opportunities for people of all ages. Evidences of the Leni Lenape Indians, European settlers and the Free Blacks of Sandy Ground provide a rich cultural history. Educational programs, such as nature walks, pond ecology, birdwatching and tree and flower identification, are offered, as are many activities geared to school children. School and group programs are also welcome by advance registration. In addition, visitors may picnic or hike on designated trails. Horseback riding is also permitted on over 5 miles of bridle paths.  Who would of thought that there is a amazing hiking area on Staten Island just around the corner from all the industries.",40.605155,https://parks.ny.gov/parks/166/details.aspx,-74.110575,https://maps.googleapis.com/maps/api/place/photo?maxwidth=6144&photoreference=CmRaAAAAbNzV0MVFOa7Skm8w5ncVwu9VRGA4n74mQepcmajjPopZnsY2TXTPdZXVgFvKPbVTWDTY7JsdCZaYLIbqrcUAKMV-4jxNZUAEYfk9KgyR7VIUBbQOkRmB7hf5jRk_kAJSEhDiXEYcH9QqxDei4Qc3x_R1GhTv2WUNbxstebngtfssjHemVGwUhQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: 8:30 AM – 5:00 PM', 'Sunday: 8:30 AM – 5:00 PM']",Park
Ewen Park,4.1,96,10463,161605,3036 Johnson Avenue,Bronx," /AUTHOR: Raymond Canada /RATING: 5 /TEXT: Fantastic local park for kids younger than 4 years old. Safe equipment and a sprinkler to cool kids off on those hot summer days. Local families also leave toys for all kids to play with.  It is too small of a space for my 3 year old to run around in and not a place to ride her micro scooter. If you're looking for more space, go to the park behind P.S 24. /AUTHOR: Gabrielle Remolona /RATING: 3 /TEXT: When in the winter its really cold and u cant do anything without getting seriously cold. But if u have like 5 layers then i guess u could chill? But in the summer its great. Also when u r there in the evening try taking pics of the sunset. It looks beautiful.😋 /AUTHOR: Mel Hernandez /RATING: 4 /TEXT: Clean spacious and out of tha acquisition /AUTHOR: Anna Sexton /RATING: 3 /TEXT: Grass is way overgrown, some of the concrete steps are broken and have been for ages and they haven't fixed them. Dog area is pretty run down, the play area for kids looks nice, though. The basketball courts are kept up nicely as well. It's near my house and I walk my dog through it most mornings but with the grass getting so overgrown, there are a LOT of mosquitoes around there now. They do keep up on cleaning any litter pretty well, though. /AUTHOR: Phillip Anthony Mistretta /RATING: 5 /TEXT: Big beautiful park with lots of room to walk. Except its on top of a mountain",40.882191,https://www.nycgovparks.org/parks/ewen-park,-73.910021,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAA7_9P2wQ-GTeUBCp354BvprVOS0mzrWG7pRyK725FzLHdUucICbb4GoSCzEt2DKIMNI4Zas8UPXIn7KXfKHXJjq-isS6ZWlWrtIZCb83UZCsLVz-zWkDTIowPer7A1sCyEhCIaCLU1kMupHeQQiuiwksUGhQ_CPT4Bw37n5w3o3v4Lmf00DhPDQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']",Neighborhood Park
Pleasant Park Garden,5,2,10029,161334,437 East 114 Street,Manhattan, /AUTHOR: Enid P. /RATING: 5 /TEXT:  /AUTHOR: Christopher Vegan Porowski /RATING: 5 /TEXT: ,40.794167,https://www.nyrp.org/green-spaces/garden-details/rodale-pleasant-park-community-garden/,-73.934497,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAbd8WL-EYvCNgUw3658sUy0sIwgvaX0acsB7nEYMv-8XIbHUjQZ9234nmOmeT3SZom8Qjkn2Odb9zA0TlxamxsBkQUmqIMATGuzcbnPZQnOza_l276hpN-AAkz-41enW7EhDeJSjVkOBvgdgCrmYRp4XjGhT6QmnU8E4eZccWUK4ugzrQvz62Qg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Garden
St. Vartan Park,4.2,287,10016,81375,613 1 Avenue,Manhattan," /AUTHOR: Howard Packham /RATING: 5 /TEXT: Awesome park for kids: plenty of space and good climbing frames, swing sets, and slides. There are also plenty of benches for parents, a large open area for ball games or scooting. Not to mention the impressive view of the Empire State Building. /AUTHOR: Veronica Porrari /RATING: 5 /TEXT: Really nice park good for every age /AUTHOR: Chandan Lama /RATING: 5 /TEXT: Lovely park to take my son after school. He loves to spend half an hour everyday. However I have noticed that some people bring their dogs and doesnt keep them on leash. Children play soccer in the field and our ball got chewed up bad and the same thing happened to another kid. The owner doesnt listen. Who do I complain to? /AUTHOR: Javier Alva /RATING: 5 /TEXT: Fun playground for the children and during the summer they host fun activities for adults and children. /AUTHOR: Surendra Thapa /RATING: 5 /TEXT: Good place for children.",40.745242,https://www.nycgovparks.org/parks/st-vartan-park,-73.97395,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAA8NphxjjnX7ZhaS91p6dzA6TcVNJBHxAMtERNs_uqW1KFx9TCrhh0a4rDUMfaBlayCa59BLbSJM-xANhBektj_se1Aj7cbMc6nYxebOjYitrJXiqtAWpHHsofuBT1wWWyEhB1YhU02xm1jKTWKSDPDnBDGhR0Qd5v-G08S3TGyBWCNYZTrh1Ytg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 11:00 PM', 'Tuesday: 6:00 AM – 11:00 PM', 'Wednesday: 6:00 AM – 11:00 PM', 'Thursday: 6:00 AM – 11:00 PM', 'Friday: 6:00 AM – 11:00 PM', 'Saturday: 6:00 AM – 11:00 PM', 'Sunday: 6:00 AM – 11:00 PM']",Neighborhood Park
Red Hook Recreation Area/Park,4.2,293,11231,130669,597 Columbia Street,Brooklyn," /AUTHOR: Shay Shannon /RATING: 3 /TEXT: They are still improving the place. I am sure once it will be over it will so so much better. I was here, no planes to come back anytime soon. /AUTHOR: Romeo Purple /RATING: 5 /TEXT: Nice local place help the community  stay strong  & last year the center got some new equipment check it out /AUTHOR: Jazmin /RATING: 4 /TEXT: Clean friendly, a little dis th ance away but if you want to not wait in long lines to swim this is it /AUTHOR: melissa wrolstad /RATING: 5 /TEXT: This is definitely a blast from the past. I really enjoyed my visit and appreciate the value of a good community center. /AUTHOR: Anastasia Donde /RATING: 5 /TEXT: Large pool, not too crowded. Giant locker room. Was a good way to spend one of the last days of summer.",40.670624,https://www.nycgovparks.org/facilities/recreationcenters/B126,-74.007628,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2250&photoreference=CmRaAAAAI6mMDGWenYf8oA3ZrPxp6G_1lhXCaO0_VGGzxvGRrFu17oONzrXVtOQAGdPmtu7ntGnwB6mX5ZALNjVZKikRya1nXoVkMFSNZWPi0M5S1DLercRNpc4gkvlFzvt4d-ZGEhABuexolnvyCq9xoWYs3dZSGhTCNarQSHlUhx-QWYf21TdlhC25bg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 8:00 PM', 'Tuesday: 6:00 AM – 8:00 PM', 'Wednesday: 6:00 AM – 8:00 PM', 'Thursday: 6:00 AM – 8:00 PM', 'Friday: 6:00 AM – 8:00 PM', 'Saturday: 8:00 AM – 4:00 PM', 'Sunday: Closed']",Community Park
John J Carty Park,3.9,98,11209,155064,9941 Ft Hamilton Parkway,Brooklyn," /AUTHOR: Debra Wilson /RATING: 5 /TEXT: We really enjoy the Chinese New Year's celebration. There were too many right in the front of the stage. It was hard for people to see what was happening on the stage. You couldn't see the dancers, until you were watching them practice on the side. You may needs a taller stage,  so people on the side and in back can see the show. /AUTHOR: Michelle Lisa /RATING: 4 /TEXT: It's a cool place but I wish there were more trees. It's all concrete and there's basically no green. /AUTHOR: Lana Kay /RATING: 1 /TEXT: You will not find a worse playground (we have visited many). The structures are outdated, the ground padding is minimal and chipping. Summertime the water from the sprinklers pools creating a dirty puddle where mosquitos multiply. /AUTHOR: P Sh /RATING: 5 /TEXT: Great place for kids and parents. /AUTHOR: Екатерина Галанова /RATING: 5 /TEXT: Nice place a lot of things to do for kids.",40.611821,http://www.nycgovparks.org/parks/john-j-carty-park/,-74.031652,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4896&photoreference=CmRaAAAAk04zgmJREg-Y9JrfY-qLFfHDf1RJoX8EjosGlt35uSKLNC7KgRa25RChaPiBNWGX0b5QvQomZzBKDVSG44aVxmvWDRlfNmtuMH1tqgAhNP8ti6rtBmcKUwMRhb7w9IFREhADMX_N5j5tvIe2CYhKVDIQGhQKf8Qs3hML27iVg74d-wdQppRtBg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Neighborhood Park
Joseph C. Sauer Park,3.3,13,10009,161997,532 East 12 Street,Manhattan," /AUTHOR: Joanna Borrero /RATING: 2 /TEXT: The ground could do with re- paving it's caused more than enough trips, skinned knees and chins. /AUTHOR: Jude Iz /RATING: 3 /TEXT: Small local park on the lower east side of Manhattan. Last week they were holding a small child's birthday party there complete with a live DJ. Young families were enjoying themselves. /AUTHOR: Willnel Gómez /RATING: 2 /TEXT: The actual ground itself needs work(seen lots of trips)  and since the kids use an area for soccer,  it should be fenced-off with higher fences /AUTHOR: Malik Mazhar Sheikh /RATING: 5 /TEXT: Went there with my friend and his kids. Nice cute little park. The water fountain is adds to the appeal.  /AUTHOR: Auden Mitchell /RATING: 5 /TEXT: Come after every day of school. Little made up area we made to play soccer. Great playground with many areas to play.",40.728173,https://www.nycgovparks.org/parks/joseph-c-sauer-park/,-73.979735,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4608&photoreference=CmRaAAAArZ_FqdxW8l3-3GuBHPWC0rq9eB58PeFAajKxLhwUA6rRmu1snmYzMjj8F4maQ3SNB0IuG6-w0-bAZZ4L4JRaMTjb2N7LgrN9oy28mYAyXaur9m0dTHdpI6feDotOaQzwEhD4M4fv6op-7tzHVb-RT3wGGhSQXO_Z3AXqTo0rcY81EJdXcSjn1Q&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Neighborhood Park
Green Gems Garden,0,0,11208,109333,953 Glenmore Avenue,Brooklyn,None Available,40.676472,None Available,-73.874925,None Available,unknown,Community Garden
Queensbridge Park,4.3,704,11101,107468,Queens Plaza,Queens," /AUTHOR: Pearson Raff /RATING: 5 /TEXT: I visit this place very often with my family since we all can enjoy here. children prefer to play in the ground around the bridge and take swings. i usually prefer to sit around the riverside and just relax. i have seen people coming for the gym nearby and a few of my friends also come for the yoga classes regularly. /AUTHOR: Gulshan Meem /RATING: 5 /TEXT: The park is very peaceful and an amazing view of the river n the city. Nice place to excersize n play sports. It also has amazing designing. It also has a sense of community. Love this place. /AUTHOR: Hyekyung Kim /RATING: 5 /TEXT: I really like to go this place. Peaceful time is available always. /AUTHOR: johnny mac /RATING: 5 /TEXT: Really nice views of the East Side of Manhattan with the large swath of the East River running along it. /AUTHOR: Tania Linares G. /RATING: 5 /TEXT: wherever you are, the view is so amazing. It's the main point between Queens and Manhattan. Don't miss it!!",40.753639,https://www.nycgovparks.org/parks/queensbridgepark/,-73.946924,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2700&photoreference=CmRaAAAAFgw5pdI7RNyllYZSURLunOVGF4vmcsJu7c8tpyuUXW8IXj4BJ0-yoIrunWWCcqELvpgXn7OHEN2LMdZl0Cf-o5Fd0y-ldHu6jZzh8iSOwUaVuycGkR5xeLs0jCmSxxiiEhAkAAFd81P2XGKZJi-QEWXrGhRT94RVTV1dv-aqE1KkfqvIVn_lng&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Park
Brower Park/PS 289 Playground,3.4,12,11213,5658,171 Brooklyn Avenue,Brooklyn," /AUTHOR: Gert Ricks /RATING: 1 /TEXT: My grand daughter recently goes here for third grade and every day her teacher is late and her teacher is HORRIBLE DONOT GO TO THIS SCHOOL PLZ /AUTHOR: red rum tian Boston n ny /RATING: 4 /TEXT: Great teachers n activity for the kids /AUTHOR: Ervin Cummings /RATING: 5 /TEXT: Had so much fun... And also gained education from 1st to 5th grade /AUTHOR: Lee James /RATING: 1 /TEXT: Lead in the water is higher here than Flint, MI.  /AUTHOR: Patty Fratheag /RATING: 4 /TEXT: Great School ",40.67397,https://www.schools.nyc.gov/schools/K289,-73.943689,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1242&photoreference=CmRaAAAAJPssoDhcZkovEibrtN-r8v9kNqEaLclewvKz087XFK0DWc1X7z4wdbWoATEMzYSkBGzSzm_LhdJzZoMkzZE3UExZKNaetzee67c27X15od67A1K2OY-xHkZOETxtYYYhEhAsZrDY4P2Xro9ThAvkz9UGGhQuAUXUxyldTTXhoHxjJz-pxGnbQA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Eastern Parkway Coalition,5,1,11225,92253,Eastern Parkway,Brooklyn, /AUTHOR: Fuljens Henry /RATING: 5 /TEXT: ,40.670346,http://www.hccinc.org/,-73.959244,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5312&photoreference=CmRaAAAAIg5UoIH8WCbFmDCV2Tsmg86hMjdi5W8VMkyG72R5H9_SVmj5DTmpOhgFUjlB3A0ZdL_ibFo-bXMWjE9p4ngYyBf4-Un9MggICVR1wIvSB682CwN7Q3zrRQ482W8zFRomEhBeO8GScswnT16ocppUR-CsGhSSjnOHPdCarCHk75beUDetTVr4gA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Garden
Riverside Park,4.6,4012,10023,116697,Riverside Park,Manhattan," /AUTHOR: Gretchen Berger /RATING: 5 /TEXT: Practically in my backyard. Love walks along the riverfront and the various cafes for casual dining in the warmer months. Also great dog parks. Free kayaking in the summer too. Love this place. /AUTHOR: Chus Papi /RATING: 4 /TEXT: Nice park during the day. Has playgrounds for little kids and great for runners. Good view too /AUTHOR: Glan Lucas /RATING: 5 /TEXT: Great view of the Hudson river. A beautiful place to visit during summer time and a must visit place in winter time when temperatures are very low. The river frozes and you can see different sizes icebergs traveling by! 👀 /AUTHOR: Josephine Levenstein /RATING: 5 /TEXT: Beautiful park year-round. Great for running/working out/cycling, walking your dog, or just to go sit on a bench and read a book. /AUTHOR: Brian Gantz /RATING: 5 /TEXT: The oft overlooked Riverside Park has a unique history, a large expanse of land, and is Excellent for jogging. A colloquial history would suggest this park is far better enjoyed during the day rather than the night, for safety considerations. The same thing could also be said for central park. Ellington in the Park is worth a look when the season permits the other (it is a bar and eatery in the Park itself).",40.783461,http://www.nycgovparks.org/park-features/riverside-park/virtual-tour,-73.985296,https://maps.googleapis.com/maps/api/place/photo?maxwidth=6000&photoreference=CmRaAAAA6ZA91NyjFJyg0kQTAc1HNvvmH_v_mlP8_TmGqTq5SWfymCnjvnKrwqEVfX46tmd8gQki-rfRUW11HkA9fFiFhg58cbs6ZQXNTMfrgTSVtzFGYS65SB_Bo7U1giHv3veKEhA6qhi87RTRIRA7R9jHATj8GhSQRwiULuRZpytfjNcna6hAef6ZyA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Park
Halsey Garden,0,0,11233,87054,462 Halsey Street,Brooklyn,None Available,40.683205,None Available,-73.935662,None Available,unknown,Garden
Amelia Gorman Park,0,0,10040,121444,Broadway,Manhattan,None Available,40.855705,https://www.nycgovparks.org/parks/amelia-gorman-park/,-73.932412,None Available,unknown,Neighborhood Park
Rev Lena Irons Unity Park,4.3,16,10456,104918,1216 Washington Avenue,Bronx, /AUTHOR: Na-Imah Unruly Cold Hearted /RATING: 5 /TEXT: Kids /AUTHOR: Jose Miguel Avila /RATING: 5 /TEXT: Bueno  /AUTHOR: donleo101 SUBSCRIBE /RATING: 5 /TEXT:  /AUTHOR: Jonathan Fernandez /RATING: 4 /TEXT: ,40.831044,https://www.nycgovparks.org/parks/rev-lena-irons-unity-park,-73.906657,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3120&photoreference=CmRaAAAAGCKh_aJzmtwjTuVntyxLVveMpPEhxcSeBQx_nqA3tZvxJY0eZqB8DSXBNgN5L2PrArGYYb1ICKES-A_XiYXf0GNhXNKUqI05WkVgjdR8dPJQ4kJS0ljQpOWxVtKql8oYEhB96NnthtL1DN-7Xm3zvTUiGhRcutNpqogzEahvIMGruT9bG5OWZw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Neighborhood Park
